"","Sero1","Sero2","shared_mlst"
"2462","19А","25A",0
"2463","19А","25F",0
"2464","19А","27",0
"2465","19А","28A",0
"2466","19А","28F",0
"2467","19А","29",0
"2468","19А","3",0
"2469","19А","31",0
"2470","19А","32A",0
"2471","19А","32F",0
"2472","19А","33A",0
"2473","19А","33B",0
"2474","19А","33C",0
"2475","19А","33D",0
"2476","19А","33F",0
"2477","19А","34",0
"2478","19А","35A",0
"2479","19А","35B",0
"2480","19А","35C",0
"2481","19А","35F",0
"2482","19А","36",0
"2483","19А","37",0
"2484","19А","38",0
"2485","19А","39",0
"2486","19А","4",0
"2487","19А","40",0
"2488","19А","41A",0
"2489","19А","41F",0
"2490","19А","42",0
"2491","19А","43",0
"2492","19А","44",0
"2493","19А","45",0
"2494","19А","46",0
"2495","19А","47A",0
"2496","19А","47F",0
"2497","19А","48",0
"2498","19А","5",0
"2499","19А","6A",0
"2500","19А","6B",0
"2501","19А","6C/D",0
"2502","19А","6E",0
"2503","19А","6F",0
"2504","19А","6G",0
"2505","19А","7A",0
"2506","19А","7B/C",0
"2507","19А","7F",0
"2508","19А","8",0
"2509","19А","9A",0
"2510","19А","9L",0
"2511","19А","9N",0
"2512","19А","9V",0
"2513","2","20A",0
"2514","2","20B",0
"2515","2","21",0
"2516","2","22A",0
"2517","2","22F",0
"2518","2","23A",0
"2519","2","23B",0
"2520","2","23F",0
"2521","2","24A",0
"2522","2","24B",0
"2523","2","24F",0
"2524","2","25A",0
"2525","2","25F",0
"2526","2","27",0
"2527","2","28A",0
"2528","2","28F",0
"2529","2","29",0
"2530","2","3",1
"2531","2","31",0
"2532","2","32A",0
"2533","2","32F",0
"2534","2","33A",0
"2535","2","33B",0
"2536","2","33C",0
"2537","2","33D",0
"2538","2","33F",0
"2539","2","34",0
"2540","2","35A",0
"2541","2","35B",0
"2542","2","35C",0
"2543","2","35F",0
"2544","2","36",0
"2545","2","37",0
"2546","2","38",0
"2547","2","39",0
"2548","2","4",0
"2549","2","40",0
"2550","2","41A",0
"2551","2","41F",0
"2552","2","42",0
"2553","2","43",0
"2554","2","44",0
"2555","2","45",0
"2556","2","46",0
"2557","2","47A",0
"2558","2","47F",0
"2559","2","48",0
"2560","2","5",0
"2561","2","6A",0
"2562","2","6B",0
"2563","2","6C/D",0
"2564","2","6E",0
"2565","2","6F",0
"2566","2","6G",0
"2567","2","7A",0
"2568","2","7B/C",0
"2569","2","7F",0
"2570","2","8",0
"2571","2","9A",0
"2572","2","9L",0
"2573","2","9N",0
"2574","2","9V",0
"2575","20A","20B",0
"2576","20A","21",0
"2577","20A","22A",0
"2578","20A","22F",0
"2579","20A","23A",0
"2580","20A","23B",0
"2581","20A","23F",0
"2582","20A","24A",0
"2583","20A","24B",0
"2584","20A","24F",0
"2585","20A","25A",0
"2586","20A","25F",0
"2587","20A","27",0
"2588","20A","28A",0
"2589","20A","28F",0
"2590","20A","29",0
"2591","20A","3",0
"2592","20A","31",0
"2593","20A","32A",0
"2594","20A","32F",0
"2595","20A","33A",0
"2596","20A","33B",0
"2597","20A","33C",0
"2598","20A","33D",0
"2599","20A","33F",0
"2600","20A","34",0
"2601","20A","35A",0
"2602","20A","35B",0
"2603","20A","35C",0
"2604","20A","35F",0
"2605","20A","36",0
"2606","20A","37",0
"2607","20A","38",0
"2608","20A","39",0
"2609","20A","4",0
"2610","20A","40",0
"2611","20A","41A",0
"2612","20A","41F",0
"2613","20A","42",0
"2614","20A","43",0
"2615","20A","44",0
"2616","20A","45",0
"2617","20A","46",0
"2618","20A","47A",0
"2619","20A","47F",0
"2620","20A","48",0
"2621","20A","5",0
"2622","20A","6A",0
"2623","20A","6B",0
"2624","20A","6C/D",0
"2625","20A","6E",0
"2626","20A","6F",0
"2627","20A","6G",0
"2628","20A","7A",0
"2629","20A","7B/C",0
"2630","20A","7F",0
"2631","20A","8",0
"2632","20A","9A",0
"2633","20A","9L",0
"2634","20A","9N",0
"2635","20A","9V",0
"2636","20B","21",0
"2637","20B","22A",0
"2638","20B","22F",0
"2639","20B","23A",0
"2640","20B","23B",0
"2641","20B","23F",0
"2642","20B","24A",0
"2643","20B","24B",0
"2644","20B","24F",0
"2645","20B","25A",0
"2646","20B","25F",0
"2647","20B","27",0
"2648","20B","28A",0
"2649","20B","28F",0
"2650","20B","29",0
"2651","20B","3",0
"2652","20B","31",0
"2653","20B","32A",0
"2654","20B","32F",0
"2655","20B","33A",0
"2656","20B","33B",0
"2657","20B","33C",0
"2658","20B","33D",0
"2659","20B","33F",0
"2660","20B","34",0
"2661","20B","35A",0
"2662","20B","35B",0
"2663","20B","35C",0
"2664","20B","35F",0
"2665","20B","36",0
"2666","20B","37",0
"2667","20B","38",0
"2668","20B","39",0
"2669","20B","4",0
"2670","20B","40",0
"2671","20B","41A",0
"2672","20B","41F",0
"2673","20B","42",0
"2674","20B","43",0
"2675","20B","44",0
"2676","20B","45",0
"2677","20B","46",0
"2678","20B","47A",0
"2679","20B","47F",0
"2680","20B","48",0
"2681","20B","5",0
"2682","20B","6A",0
"2683","20B","6B",0
"2684","20B","6C/D",0
"2685","20B","6E",0
"2686","20B","6F",0
"2687","20B","6G",0
"2688","20B","7A",0
"2689","20B","7B/C",1
"2690","20B","7F",0
"2691","20B","8",0
"2692","20B","9A",0
"2693","20B","9L",0
"2694","20B","9N",0
"2695","20B","9V",0
"2696","21","22A",0
"2697","21","22F",1
"2698","21","23A",0
"2699","21","23B",0
"2700","21","23F",3
"2701","21","24A",0
"2702","21","24B",0
"2703","21","24F",0
"2704","21","25A",0
"2705","21","25F",0
"2706","21","27",0
"2707","21","28A",0
"2708","21","28F",0
"2709","21","29",0
"2710","21","3",2
"2711","21","31",0
"2712","21","32A",0
"2713","21","32F",0
"2714","21","33A",0
"2715","21","33B",0
"2716","21","33C",0
"2717","21","33D",0
"2718","21","33F",0
"2719","21","34",0
"2720","21","35A",0
"2721","21","35B",0
"2722","21","35C",0
"2723","21","35F",0
"2724","21","36",0
"2725","21","37",0
"2726","21","38",0
"2727","21","39",0
"2728","21","4",0
"2729","21","40",0
"2730","21","41A",0
"2731","21","41F",0
"2732","21","42",0
"2733","21","43",0
"2734","21","44",0
"2735","21","45",0
"2736","21","46",0
"2737","21","47A",0
"2738","21","47F",0
"2739","21","48",0
"2740","21","5",0
"2741","21","6A",0
"2742","21","6B",0
"2743","21","6C/D",0
"2744","21","6E",0
"2745","21","6F",0
"2746","21","6G",0
"2747","21","7A",0
"2748","21","7B/C",0
"2749","21","7F",0
"2750","21","8",0
"2751","21","9A",0
"2752","21","9L",0
"2753","21","9N",0
"2754","21","9V",1
"2755","22A","22F",1
"2756","22A","23A",0
"2757","22A","23B",0
"2758","22A","23F",0
"2759","22A","24A",0
"2760","22A","24B",0
"2761","22A","24F",0
"2762","22A","25A",0
"2763","22A","25F",0
"2764","22A","27",0
"2765","22A","28A",0
"2766","22A","28F",0
"2767","22A","29",0
"2768","22A","3",0
"2769","22A","31",0
"2770","22A","32A",0
"2771","22A","32F",1
"2772","22A","33A",0
"2773","22A","33B",0
"2774","22A","33C",0
"2775","22A","33D",0
"2776","22A","33F",0
"2777","22A","34",0
"2778","22A","35A",0
"2779","22A","35B",0
"2780","22A","35C",1
"2781","22A","35F",0
"2782","22A","36",0
"2783","22A","37",0
"2784","22A","38",0
"2785","22A","39",0
"2786","22A","4",1
"2787","22A","40",0
"2788","22A","41A",0
"2789","22A","41F",0
"2790","22A","42",1
"2791","22A","43",0
"2792","22A","44",0
"2793","22A","45",0
"2794","22A","46",0
"2795","22A","47A",0
"2796","22A","47F",0
"2797","22A","48",0
"2798","22A","5",0
"2799","22A","6A",0
"2800","22A","6B",0
"2801","22A","6C/D",0
"2802","22A","6E",0
"2803","22A","6F",0
"2804","22A","6G",0
"2805","22A","7A",0
"2806","22A","7B/C",0
"2807","22A","7F",0
"2808","22A","8",1
"2809","22A","9A",0
"2810","22A","9L",0
"2811","22A","9N",0
"2812","22A","9V",0
"2813","22F","23A",2
"2814","22F","23B",0
"2815","22F","23F",1
"2816","22F","24A",0
"2817","22F","24B",1
"2818","22F","24F",2
"2819","22F","25A",0
"2820","22F","25F",0
"2821","22F","27",0
"2822","22F","28A",0
"2823","22F","28F",0
"2824","22F","29",1
"2825","22F","3",2
"2826","22F","31",0
"2827","22F","32A",0
"2828","22F","32F",0
"2829","22F","33A",1
"2830","22F","33B",0
"2831","22F","33C",0
"2832","22F","33D",0
"2833","22F","33F",2
"2834","22F","34",0
"2835","22F","35A",0
"2836","22F","35B",2
"2837","22F","35C",1
"2838","22F","35F",0
"2839","22F","36",0
"2840","22F","37",0
"2841","22F","38",0
"2842","22F","39",0
"2843","22F","4",1
"2844","22F","40",0
"2845","22F","41A",0
"2846","22F","41F",0
"2847","22F","42",1
"2848","22F","43",0
"2849","22F","44",0
"2850","22F","45",0
"2851","22F","46",0
"2852","22F","47A",0
"2853","22F","47F",0
"2854","22F","48",0
"2855","22F","5",0
"2856","22F","6A",0
"2857","22F","6B",0
"2858","22F","6C/D",0
"2859","22F","6E",0
"2860","22F","6F",0
"2861","22F","6G",0
"2862","22F","7A",0
"2863","22F","7B/C",0
"2864","22F","7F",0
"2865","22F","8",1
"2866","22F","9A",0
"2867","22F","9L",0
"2868","22F","9N",1
"2869","22F","9V",1
"2870","23A","23B",6
"2871","23A","23F",21
"2872","23A","24A",0
"2873","23A","24B",1
"2874","23A","24F",1
"2875","23A","25A",0
"2876","23A","25F",0
"2877","23A","27",0
"2878","23A","28A",0
"2879","23A","28F",0
"2880","23A","29",0
"2881","23A","3",3
"2882","23A","31",2
"2883","23A","32A",0
"2884","23A","32F",0
"2885","23A","33A",1
"2886","23A","33B",0
"2887","23A","33C",0
"2888","23A","33D",0
"2889","23A","33F",1
"2890","23A","34",0
"2891","23A","35A",0
"2892","23A","35B",4
"2893","23A","35C",0
"2894","23A","35F",0
"2895","23A","36",0
"2896","23A","37",0
"2897","23A","38",3
"2898","23A","39",0
"2899","23A","4",1
"2900","23A","40",0
"2901","23A","41A",0
"2902","23A","41F",0
"2903","23A","42",0
"2904","23A","43",0
"2905","23A","44",0
"2906","23A","45",0
"2907","23A","46",0
"2908","23A","47A",0
"2909","23A","47F",0
"2910","23A","48",0
"2911","23A","5",0
"2912","23A","6A",5
"2913","23A","6B",5
"2914","23A","6C/D",3
"2915","23A","6E",0
"2916","23A","6F",0
"2917","23A","6G",0
"2918","23A","7A",0
"2919","23A","7B/C",1
"2920","23A","7F",0
"2921","23A","8",1
"2922","23A","9A",1
"2923","23A","9L",0
"2924","23A","9N",0
"2925","23A","9V",1
"2926","23B","23F",8
"2927","23B","24A",0
"2928","23B","24B",0
"2929","23B","24F",0
"2930","23B","25A",0
"2931","23B","25F",0
"2932","23B","27",0
"2933","23B","28A",0
"2934","23B","28F",0
"2935","23B","29",0
"2936","23B","3",1
"2937","23B","31",1
"2938","23B","32A",0
"2939","23B","32F",0
"2940","23B","33A",0
"2941","23B","33B",0
"2942","23B","33C",0
"2943","23B","33D",0
"2944","23B","33F",0
"2945","23B","34",0
"2946","23B","35A",0
"2947","23B","35B",2
"2948","23B","35C",0
"2949","23B","35F",0
"2950","23B","36",0
"2951","23B","37",0
"2952","23B","38",0
"2953","23B","39",0
"2954","23B","4",0
"2955","23B","40",0
"2956","23B","41A",0
"2957","23B","41F",0
"2958","23B","42",1
"2959","23B","43",0
"2960","23B","44",0
"2961","23B","45",0
"2962","23B","46",0
"2963","23B","47A",0
"2964","23B","47F",0
"2965","23B","48",0
"2966","23B","5",0
"2967","23B","6A",3
"2968","23B","6B",4
"2969","23B","6C/D",2
"2970","23B","6E",0
"2971","23B","6F",0
"2972","23B","6G",0
"2973","23B","7A",0
"2974","23B","7B/C",0
"2975","23B","7F",0
"2976","23B","8",1
"2977","23B","9A",0
"2978","23B","9L",0
"2979","23B","9N",0
"2980","23B","9V",1
"2981","23F","24A",0
"2982","23F","24B",0
"2983","23F","24F",2
"2984","23F","25A",0
"2985","23F","25F",0
"2986","23F","27",0
"2987","23F","28A",0
"2988","23F","28F",0
"2989","23F","29",2
"2990","23F","3",7
"2991","23F","31",1
"2992","23F","32A",0
"2993","23F","32F",1
"2994","23F","33A",0
"2995","23F","33B",0
"2996","23F","33C",0
"2997","23F","33D",0
"2998","23F","33F",0
"2999","23F","34",0
"3000","23F","35A",0
"3001","23F","35B",5
"3002","23F","35C",1
"3003","23F","35F",0
"3004","23F","36",0
"3005","23F","37",0
"3006","23F","38",1
"3007","23F","39",0
"3008","23F","4",4
"3009","23F","40",0
"3010","23F","41A",0
"3011","23F","41F",0
"3012","23F","42",1
"3013","23F","43",0
"3014","23F","44",0
"3015","23F","45",0
"3016","23F","46",1
"3017","23F","47A",0
"3018","23F","47F",0
"3019","23F","48",1
"3020","23F","5",2
"3021","23F","6A",26
"3022","23F","6B",17
"3023","23F","6C/D",11
"3024","23F","6E",3
"3025","23F","6F",0
"3026","23F","6G",0
"3027","23F","7A",0
"3028","23F","7B/C",4
"3029","23F","7F",1
"3030","23F","8",1
"3031","23F","9A",1
"3032","23F","9L",1
"3033","23F","9N",1
"3034","23F","9V",6
"3035","24A","24B",0
"3036","24A","24F",1
"3037","24A","25A",0
"3038","24A","25F",0
"3039","24A","27",0
"3040","24A","28A",0
"3041","24A","28F",0
"3042","24A","29",0
"3043","24A","3",0
"3044","24A","31",0
"3045","24A","32A",0
"3046","24A","32F",0
"3047","24A","33A",0
"3048","24A","33B",0
"3049","24A","33C",0
"3050","24A","33D",0
"3051","24A","33F",0
"3052","24A","34",0
"3053","24A","35A",0
"3054","24A","35B",0
"3055","24A","35C",0
"3056","24A","35F",0
"3057","24A","36",0
"3058","24A","37",0
"3059","24A","38",0
"3060","24A","39",0
"3061","24A","4",0
"3062","24A","40",0
"3063","24A","41A",0
"3064","24A","41F",0
"3065","24A","42",0
"3066","24A","43",0
"3067","24A","44",0
"3068","24A","45",0
"3069","24A","46",0
"3070","24A","47A",0
"3071","24A","47F",0
"3072","24A","48",1
"3073","24A","5",0
"3074","24A","6A",0
"3075","24A","6B",0
"3076","24A","6C/D",0
"3077","24A","6E",0
"3078","24A","6F",0
"3079","24A","6G",0
"3080","24A","7A",0
"3081","24A","7B/C",0
"3082","24A","7F",0
"3083","24A","8",0
"3084","24A","9A",0
"3085","24A","9L",0
"3086","24A","9N",0
"3087","24A","9V",0
"3088","24B","24F",3
"3089","24B","25A",0
"3090","24B","25F",0
"3091","24B","27",0
"3092","24B","28A",0
"3093","24B","28F",0
"3094","24B","29",0
"3095","24B","3",0
"3096","24B","31",0
"3097","24B","32A",0
"3098","24B","32F",0
"3099","24B","33A",0
"3100","24B","33B",0
"3101","24B","33C",0
"3102","24B","33D",0
"3103","24B","33F",0
"3104","24B","34",0
"3105","24B","35A",0
"3106","24B","35B",1
"3107","24B","35C",0
"3108","24B","35F",0
"3109","24B","36",0
"3110","24B","37",0
"3111","24B","38",0
"3112","24B","39",0
"3113","24B","4",0
"3114","24B","40",0
"3115","24B","41A",0
"3116","24B","41F",0
"3117","24B","42",0
"3118","24B","43",0
"3119","24B","44",0
"3120","24B","45",0
"3121","24B","46",0
"3122","24B","47A",0
"3123","24B","47F",0
"3124","24B","48",0
"3125","24B","5",0
"3126","24B","6A",0
"3127","24B","6B",0
"3128","24B","6C/D",0
"3129","24B","6E",0
"3130","24B","6F",0
"3131","24B","6G",0
"3132","24B","7A",0
"3133","24B","7B/C",0
"3134","24B","7F",0
"3135","24B","8",0
"3136","24B","9A",0
"3137","24B","9L",0
"3138","24B","9N",0
"3139","24B","9V",0
"3140","24F","25A",0
"3141","24F","25F",0
"3142","24F","27",0
"3143","24F","28A",0
"3144","24F","28F",0
"3145","24F","29",0
"3146","24F","3",2
"3147","24F","31",0
"3148","24F","32A",0
"3149","24F","32F",0
"3150","24F","33A",0
"3151","24F","33B",0
"3152","24F","33C",0
"3153","24F","33D",0
"3154","24F","33F",0
"3155","24F","34",0
"3156","24F","35A",0
"3157","24F","35B",2
"3158","24F","35C",0
"3159","24F","35F",0
"3160","24F","36",0
"3161","24F","37",0
"3162","24F","38",0
"3163","24F","39",0
"3164","24F","4",1
"3165","24F","40",0
"3166","24F","41A",0
"3167","24F","41F",0
"3168","24F","42",0
"3169","24F","43",0
"3170","24F","44",0
"3171","24F","45",0
"3172","24F","46",0
"3173","24F","47A",0
"3174","24F","47F",0
"3175","24F","48",0
"3176","24F","5",0
"3177","24F","6A",1
"3178","24F","6B",2
"3179","24F","6C/D",0
"3180","24F","6E",1
"3181","24F","6F",0
"3182","24F","6G",0
"3183","24F","7A",0
"3184","24F","7B/C",2
"3185","24F","7F",1
"3186","24F","8",0
"3187","24F","9A",0
"3188","24F","9L",0
"3189","24F","9N",1
"3190","24F","9V",1
"3191","25A","25F",1
"3192","25A","27",0
"3193","25A","28A",0
"3194","25A","28F",0
"3195","25A","29",1
"3196","25A","3",0
"3197","25A","31",0
"3198","25A","32A",0
"3199","25A","32F",0
"3200","25A","33A",0
"3201","25A","33B",0
"3202","25A","33C",0
"3203","25A","33D",0
"3204","25A","33F",0
"3205","25A","34",0
"3206","25A","35A",0
"3207","25A","35B",0
"3208","25A","35C",0
"3209","25A","35F",0
"3210","25A","36",0
"3211","25A","37",0
"3212","25A","38",2
"3213","25A","39",0
"3214","25A","4",0
"3215","25A","40",0
"3216","25A","41A",0
"3217","25A","41F",0
"3218","25A","42",0
"3219","25A","43",0
"3220","25A","44",0
"3221","25A","45",0
"3222","25A","46",0
"3223","25A","47A",0
"3224","25A","47F",0
"3225","25A","48",0
"3226","25A","5",0
"3227","25A","6A",0
"3228","25A","6B",0
"3229","25A","6C/D",0
"3230","25A","6E",0
"3231","25A","6F",0
"3232","25A","6G",0
"3233","25A","7A",0
"3234","25A","7B/C",0
"3235","25A","7F",1
"3236","25A","8",0
"3237","25A","9A",0
"3238","25A","9L",0
"3239","25A","9N",0
"3240","25A","9V",0
"3241","25F","27",0
"3242","25F","28A",0
"3243","25F","28F",0
"3244","25F","29",0
"3245","25F","3",0
"3246","25F","31",0
"3247","25F","32A",0
"3248","25F","32F",0
"3249","25F","33A",0
"3250","25F","33B",0
"3251","25F","33C",0
"3252","25F","33D",0
"3253","25F","33F",0
"3254","25F","34",0
"3255","25F","35A",0
"3256","25F","35B",0
"3257","25F","35C",0
"3258","25F","35F",0
"3259","25F","36",0
"3260","25F","37",0
"3261","25F","38",1
"3262","25F","39",0
"3263","25F","4",0
"3264","25F","40",0
"3265","25F","41A",0
"3266","25F","41F",0
"3267","25F","42",0
"3268","25F","43",0
"3269","25F","44",0
"3270","25F","45",0
"3271","25F","46",0
"3272","25F","47A",0
"3273","25F","47F",0
"3274","25F","48",0
"3275","25F","5",0
"3276","25F","6A",0
"3277","25F","6B",0
"3278","25F","6C/D",0
"3279","25F","6E",0
"3280","25F","6F",0
"3281","25F","6G",0
"3282","25F","7A",0
"3283","25F","7B/C",0
"3284","25F","7F",0
"3285","25F","8",0
"3286","25F","9A",0
"3287","25F","9L",0
"3288","25F","9N",0
"3289","25F","9V",0
"3290","27","28A",0
"3291","27","28F",0
"3292","27","29",0
"3293","27","3",0
"3294","27","31",0
"3295","27","32A",0
"3296","27","32F",0
"3297","27","33A",0
"3298","27","33B",0
"3299","27","33C",0
"3300","27","33D",0
"3301","27","33F",0
"3302","27","34",0
"3303","27","35A",0
"3304","27","35B",0
"3305","27","35C",0
"3306","27","35F",0
"3307","27","36",0
"3308","27","37",0
"3309","27","38",0
"3310","27","39",0
"3311","27","4",0
"3312","27","40",0
"3313","27","41A",0
"3314","27","41F",0
"3315","27","42",0
"3316","27","43",0
"3317","27","44",0
"3318","27","45",0
"3319","27","46",0
"3320","27","47A",0
"3321","27","47F",0
"3322","27","48",0
"3323","27","5",0
"3324","27","6A",0
"3325","27","6B",0
"3326","27","6C/D",0
"3327","27","6E",0
"3328","27","6F",0
"3329","27","6G",0
"3330","27","7A",0
"3331","27","7B/C",0
"3332","27","7F",0
"3333","27","8",0
"3334","27","9A",0
"3335","27","9L",0
"3336","27","9N",0
"3337","27","9V",0
"3338","28A","28F",0
"3339","28A","29",0
"3340","28A","3",0
"3341","28A","31",0
"3342","28A","32A",0
"3343","28A","32F",0
"3344","28A","33A",0
"3345","28A","33B",0
"3346","28A","33C",0
"3347","28A","33D",0
"3348","28A","33F",0
"3349","28A","34",0
"3350","28A","35A",0
"3351","28A","35B",0
"3352","28A","35C",0
"3353","28A","35F",0
"3354","28A","36",0
"3355","28A","37",0
"3356","28A","38",0
"3357","28A","39",0
"3358","28A","4",0
"3359","28A","40",0
"3360","28A","41A",0
"3361","28A","41F",0
"3362","28A","42",0
"3363","28A","43",0
"3364","28A","44",0
"3365","28A","45",0
"3366","28A","46",0
"3367","28A","47A",0
"3368","28A","47F",0
"3369","28A","48",0
"3370","28A","5",0
"3371","28A","6A",0
"3372","28A","6B",0
"3373","28A","6C/D",0
"3374","28A","6E",0
"3375","28A","6F",0
"3376","28A","6G",0
"3377","28A","7A",0
"3378","28A","7B/C",0
"3379","28A","7F",0
"3380","28A","8",0
"3381","28A","9A",0
"3382","28A","9L",0
"3383","28A","9N",0
"3384","28A","9V",0
"3385","28F","29",0
"3386","28F","3",0
"3387","28F","31",0
"3388","28F","32A",0
"3389","28F","32F",0
"3390","28F","33A",0
"3391","28F","33B",1
"3392","28F","33C",0
"3393","28F","33D",1
"3394","28F","33F",0
"3395","28F","34",0
"3396","28F","35A",0
"3397","28F","35B",0
"3398","28F","35C",0
"3399","28F","35F",0
"3400","28F","36",0
"3401","28F","37",0
"3402","28F","38",0
"3403","28F","39",0
"3404","28F","4",0
"3405","28F","40",0
"3406","28F","41A",0
"3407","28F","41F",0
"3408","28F","42",0
"3409","28F","43",0
"3410","28F","44",0
"3411","28F","45",0
"3412","28F","46",0
"3413","28F","47A",0
"3414","28F","47F",0
"3415","28F","48",0
"3416","28F","5",0
"3417","28F","6A",0
"3418","28F","6B",0
"3419","28F","6C/D",0
"3420","28F","6E",0
"3421","28F","6F",0
"3422","28F","6G",0
"3423","28F","7A",0
"3424","28F","7B/C",0
"3425","28F","7F",0
"3426","28F","8",0
"3427","28F","9A",0
"3428","28F","9L",0
"3429","28F","9N",0
"3430","28F","9V",0
"3431","29","3",0
"3432","29","31",0
"3433","29","32A",0
"3434","29","32F",0
"3435","29","33A",0
"3436","29","33B",0
"3437","29","33C",1
"3438","29","33D",0
"3439","29","33F",0
"3440","29","34",0
"3441","29","35A",0
"3442","29","35B",7
"3443","29","35C",1
"3444","29","35F",1
"3445","29","36",0
"3446","29","37",0
"3447","29","38",0
"3448","29","39",0
"3449","29","4",0
"3450","29","40",0
"3451","29","41A",0
"3452","29","41F",0
"3453","29","42",0
"3454","29","43",0
"3455","29","44",0
"3456","29","45",0
"3457","29","46",0
"3458","29","47A",0
"3459","29","47F",0
"3460","29","48",0
"3461","29","5",0
"3462","29","6A",0
"3463","29","6B",0
"3464","29","6C/D",0
"3465","29","6E",1
"3466","29","6F",0
"3467","29","6G",0
"3468","29","7A",0
"3469","29","7B/C",0
"3470","29","7F",0
"3471","29","8",0
"3472","29","9A",0
"3473","29","9L",0
"3474","29","9N",0
"3475","29","9V",1
"3476","3","31",0
"3477","3","32A",0
"3478","3","32F",0
"3479","3","33A",2
"3480","3","33B",0
"3481","3","33C",0
"3482","3","33D",0
"3483","3","33F",3
"3484","3","34",0
"3485","3","35A",0
"3486","3","35B",1
"3487","3","35C",0
"3488","3","35F",2
"3489","3","36",0
"3490","3","37",3
"3491","3","38",1
"3492","3","39",0
"3493","3","4",1
"3494","3","40",0
"3495","3","41A",0
"3496","3","41F",0
"3497","3","42",1
"3498","3","43",0
"3499","3","44",0
"3500","3","45",0
"3501","3","46",0
"3502","3","47A",0
"3503","3","47F",0
"3504","3","48",1
"3505","3","5",0
"3506","3","6A",7
"3507","3","6B",8
"3508","3","6C/D",1
"3509","3","6E",1
"3510","3","6F",0
"3511","3","6G",0
"3512","3","7A",1
"3513","3","7B/C",1
"3514","3","7F",2
"3515","3","8",1
"3516","3","9A",2
"3517","3","9L",0
"3518","3","9N",0
"3519","3","9V",8
"3520","31","32A",0
"3521","31","32F",0
"3522","31","33A",0
"3523","31","33B",0
"3524","31","33C",0
"3525","31","33D",0
"3526","31","33F",0
"3527","31","34",0
"3528","31","35A",0
"3529","31","35B",1
"3530","31","35C",0
"3531","31","35F",0
"3532","31","36",0
"3533","31","37",0
"3534","31","38",1
"3535","31","39",0
"3536","31","4",0
"3537","31","40",0
"3538","31","41A",0
"3539","31","41F",0
"3540","31","42",0
"3541","31","43",0
"3542","31","44",0
"3543","31","45",0
"3544","31","46",0
"3545","31","47A",0
"3546","31","47F",0
"3547","31","48",0
"3548","31","5",0
"3549","31","6A",0
"3550","31","6B",0
"3551","31","6C/D",0
"3552","31","6E",0
"3553","31","6F",0
"3554","31","6G",0
"3555","31","7A",0
"3556","31","7B/C",0
"3557","31","7F",0
"3558","31","8",1
"3559","31","9A",1
"3560","31","9L",0
"3561","31","9N",1
"3562","31","9V",1
"3563","32A","32F",1
"3564","32A","33A",0
"3565","32A","33B",0
"3566","32A","33C",0
"3567","32A","33D",0
"3568","32A","33F",0
"3569","32A","34",0
"3570","32A","35A",0
"3571","32A","35B",0
"3572","32A","35C",0
"3573","32A","35F",0
"3574","32A","36",0
"3575","32A","37",0
"3576","32A","38",0
"3577","32A","39",0
"3578","32A","4",0
"3579","32A","40",0
"3580","32A","41A",0
"3581","32A","41F",0
"3582","32A","42",0
"3583","32A","43",0
"3584","32A","44",0
"3585","32A","45",0
"3586","32A","46",0
"3587","32A","47A",0
"3588","32A","47F",0
"3589","32A","48",0
"3590","32A","5",0
"3591","32A","6A",0
"3592","32A","6B",0
"3593","32A","6C/D",0
"3594","32A","6E",0
"3595","32A","6F",0
"3596","32A","6G",0
"3597","32A","7A",0
"3598","32A","7B/C",0
"3599","32A","7F",0
"3600","32A","8",0
"3601","32A","9A",0
"3602","32A","9L",0
"3603","32A","9N",0
"3604","32A","9V",0
"3605","32F","33A",0
"3606","32F","33B",0
"3607","32F","33C",0
"3608","32F","33D",0
"3609","32F","33F",0
"3610","32F","34",0
"3611","32F","35A",0
"3612","32F","35B",0
"3613","32F","35C",0
"3614","32F","35F",1
"3615","32F","36",0
"3616","32F","37",0
"3617","32F","38",0
"3618","32F","39",0
"3619","32F","4",0
"3620","32F","40",0
"3621","32F","41A",0
"3622","32F","41F",0
"3623","32F","42",0
"3624","32F","43",0
"3625","32F","44",0
"3626","32F","45",0
"3627","32F","46",0
"3628","32F","47A",0
"3629","32F","47F",0
"3630","32F","48",0
"3631","32F","5",0
"3632","32F","6A",0
"3633","32F","6B",0
"3634","32F","6C/D",0
"3635","32F","6E",0
"3636","32F","6F",0
"3637","32F","6G",0
"3638","32F","7A",0
"3639","32F","7B/C",0
"3640","32F","7F",0
"3641","32F","8",0
"3642","32F","9A",0
"3643","32F","9L",0
"3644","32F","9N",0
"3645","32F","9V",0
"3646","33A","33B",1
"3647","33A","33C",0
"3648","33A","33D",0
"3649","33A","33F",8
"3650","33A","34",0
"3651","33A","35A",0
"3652","33A","35B",0
"3653","33A","35C",0
"3654","33A","35F",1
"3655","33A","36",0
"3656","33A","37",0
"3657","33A","38",0
"3658","33A","39",0
"3659","33A","4",0
"3660","33A","40",0
"3661","33A","41A",0
"3662","33A","41F",0
"3663","33A","42",0
"3664","33A","43",0
"3665","33A","44",0
"3666","33A","45",0
"3667","33A","46",0
"3668","33A","47A",0
"3669","33A","47F",0
"3670","33A","48",0
"3671","33A","5",0
"3672","33A","6A",1
"3673","33A","6B",0
"3674","33A","6C/D",0
"3675","33A","6E",0
"3676","33A","6F",0
"3677","33A","6G",0
"3678","33A","7A",0
"3679","33A","7B/C",0
